path	origin	license_boundary	evidence
Sources/AppleRenderSurface.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Sources/GoldenPadApp.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Sources/InputSystem.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Sources/MetalCanvas.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Sources/PlatformServices.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Sources/ROMValidator.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Sources/TouchControlsView.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Sources/TouchLayout.swift	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_core_bridge.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_metal_surface_bridge.mm	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_mobile_config.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_mobile_gu.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_mobile_host.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_mobile_legacy_data.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_mobile_os.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_renderer_bridge.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_renderer_defaults.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/MGB64/mgb64_rom_bridge.c	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
Support/RT64/rt64_bridge_stub.cpp	GoldenPad project	GoldenPad-original-no-outbound-license-declared	docs/LEGAL.md
mgb64/src/game/mp_weapon.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/music_0D2720.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/null_007970.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/ob.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/objecthandler.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/objecthandler_2.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/objective.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/objective_status.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/objective_status2.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/othermodemicrocode.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/padhalllv.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/pc_fps_overlay.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/pc_settings_menu.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/player.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/player_2.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/playerstats_007770.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/pobjdata.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/prop.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/quaternion.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/radar.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/ramromreplay.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/rsp.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/setguscale.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/spectrum.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/speedgraphrenderer.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/stan.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/textrelated.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/title.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_01B0E0.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_01B240.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_01BAE0.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_091080.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_092890.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_092E50.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_09B7A0.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_0A1DA0.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_0B3200.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_0BC530.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_0C0A70.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/unk_0CC4C0.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/viewport.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/watch.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/game/zlib.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/init.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/joy.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/mema.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/memp.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/music.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/pi.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/platform/aimbone_dispatch.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/ammo_icon_anchor.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/app_overlay_hooks.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/asset_stubs.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/audi_port.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/audio_compat.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/audio_pc.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/audio_queue_controller.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/autoaim_score.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/bg_impact_guard.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/chrobj_detonate.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/chrobj_impact_suppress.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/decor_assets.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/fast3d/gfx_backend.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/fast3d/gfx_cc.c	n64-fast3d-engine and Perfect Dark derivative	LicenseRef-n64-fast3d-engine-asset-free-binary AND MIT-Perfect-Dark	mgb64/src/platform/fast3d/PROVENANCE.md
mgb64/src/platform/fast3d/gfx_metal.mm	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/fast3d/gfx_msaa_util.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/fast3d/gfx_pc.c	Emill/n64-fast3d-engine derivative	LicenseRef-n64-fast3d-engine-asset-free-binary	mgb64/src/platform/fast3d/PROVENANCE.md
mgb64/src/platform/fast3d/gfx_room_normals.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/fast3d/screenshot_series.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/fire_rate_authentic.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/fp_weapon_perspnorm.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/frame_clamp.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/glass_shot_depth.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/gu_trig.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/hull_vertex_clamp.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/mixer.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/model_convert.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/mp_beam_rawcast.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/mp_healthbar_gate.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/mp_respawn_tail.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/platform_stdio.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/port_env.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/port_trace.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/projectile_endpoint_clamp.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/radial_deadzone.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/rom_offsets.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/segment_stubs.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/settings.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/setup_pnames.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/spectrum_settile.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/stan_roomset.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/texpack_stb.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/texture_pack.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/watch_ammo_switchstate.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/watch_inv_aspect.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/watch_joypad_page.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/watch_scene_render.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/watch_scroll_gate.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/watchmenu_hand_lifecycle.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/weapon_action_sfx.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/weapon_bullet_type.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/platform/weapon_cycle_queue.c	MGB64 contributors	MIT-MGB64	mgb64/LICENSE and mgb64/NOTICE.md
mgb64/src/ramrom.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/random.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/rmon.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/sched.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/snd.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/speed_graph.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/stacks.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/tlb_manage.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/tlb_random.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/token.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/src/vi.c	GoldenEye decompilation via n64decomp/007 and MGB64	Original-game-rights-no-MGB64-MIT-grant	docs/LEGAL.md and mgb64/THIRD_PARTY.md
mgb64/lib/cgltf/cgltf.h	cgltf plus embedded jsmn implementation	MIT-cgltf-and-jsmn	mgb64/lib/cgltf/cgltf.h
mgb64/lib/stb/stb_image.h	stb_image implementation	MIT-or-public-domain-stb	mgb64/lib/stb/stb_image.h
